10000 4
-0.54814 1.77492 0 0.0013749987 0.0001649998   0.999999 0.0441 0.4348
0.82407 0.68610 0 0.0016499977 -0.0002749996   0.999999 0.1145 0.4426
0.73458 -3.05017 0 -0.0006599998 0.0003849999   1.000000 0.0069 0.4551
-0.80915 2.13288 0 0.0019249964 0.0002199996   0.999998 0.2020 0.4341
0.80169 -0.11932 0 0.0024749924 0.0001649995   0.999997 0.0233 0.4551
-0.39153 0.50712 0 -0.0018699945 0.0015399955   0.999997 0.7265 0.4506
-1.42814 1.60339 0 -0.0002199999 0.0007149998   1.000000 0.0060 0.4381
-0.27966 -2.72203 0 0.0007699996 0.0007149996   0.999999 0.0476 0.4549
1.47288 -0.60407 0 -0.0001650000 0.0006599998   1.000000 0.0067 0.4381
-0.37661 0.26102 0 0.0020899954 0.0002199995   0.999998 0.3162 0.4427
-0.33932 -0.58915 0 -0.0020349958 -0.0000549999   0.999998 0.2935 0.4392
0.57051 -1.27525 0 0.0017599972 -0.0002199997   0.999998 0.5868 0.4351
0.77186 -2.20000 0 -0.0000550000 0.0009899995   1.000000 0.4922 0.4499
0.72712 0.30576 0 0.0016499977 0.0002199997   0.999999 0.4316 0.4337
-1.39085 -0.14169 0 -0.0004399992 0.0018149968   0.999998 0.0048 0.4345
2.00983 1.34237 0 -0.0022549925 0.0012649958   0.999997 0.0075 0.4431
1.49525 0.61898 0 0.0002199999 0.0007699998   1.000000 0.0083 0.4476
-0.33186 -3.09492 0 -0.0006049998 0.0003849999   1.000000 0.0124 0.4474
-1.27898 0.47729 0 0.0000000000 -0.0000550000   1.000000 0.0412 0.4494
1.12237 0.44000 0 0.0005499997 0.0008799995   0.999999 0.1108 0.4434
1.01051 -0.95458 0 -0.0015949978 -0.0004949993   0.999999 0.0060 0.4466
1.01051 1.70034 0 -0.0004949999 -0.0001650000   1.000000 0.0063 0.4503
-0.24237 3.04271 0 -0.0019249964 -0.0002749995   0.999998 0.0051 0.4336
-0.51831 -0.54441 0 0.0007699992 -0.0012099988   0.999999 0.3172 0.4511
0.14542 2.76678 0 -0.0030249861 -0.0001649992   0.999995 0.0207 0.4428
0.77932 1.23797 0 0.0002750000 -0.0001650000   1.000000 0.2968 0.4384
-0.60034 -1.49898 0 0.0013199981 -0.0010999984   0.999999 0.2926 0.4461
-0.35424 -1.37966 0 -0.0014299985 -0.0003299996   0.999999 0.7969 0.4541
-0.95085 -1.18576 0 -0.0010999993 0.0002199999   0.999999 0.1300 0.4393
0.83153 -1.93898 0 -0.0014299982 0.0006599992   0.999999 0.0554 0.4456
-0.09322 2.52814 0 -0.0004399995 -0.0013749986   0.999999 0.2366 0.4450
0.75695 -1.28271 0 0.0019799959 -0.0004399991   0.999998 0.6169 0.4506
0.45864 -2.00610 0 0.0002749999 0.0006049999   1.000000 0.2126 0.4504
-1.82339 1.49153 0 -0.0017049973 0.0004949992   0.999998 0.0053 0.4511
0.66746 -1.31254 0 -0.0010449994 -0.0000550000   0.999999 0.7535 0.4346
1.05525 -2.05831 0 0.0006599996 -0.0008799995   0.999999 0.0537 0.4342
-0.62271 -3.04271 0 0.0020349953 0.0007149983   0.999998 0.0167 0.4514
1.23424 -2.00610 0 -0.0001100000 0.0000000000   1.000000 0.0062 0.4463
-0.01119 1.81966 0 0.0002750000 -0.0003300000   1.000000 0.0906 0.4507
1.25661 -1.45424 0 -0.0008249996 0.0004949998   1.000000 0.0508 0.4454
-0.77186 -1.88678 0 -0.0016499977 0.0001649998   0.999999 0.0646 0.4460
1.18203 -4.16136 0 -0.0001650000 0.0003300000   1.000000 0.0185 0.4554
1.52508 -1.33492 0 -0.0021999947 -0.0001099997   0.999998 0.0123 0.4541
-1.71153 2.23729 0 -0.0014299984 -0.0004399995   0.999999 0.0046 0.4467
-0.36915 0.91729 0 0.0024199922 0.0007699975   0.999997 0.0621 0.4350
1.39831 2.01356 0 -0.0002750000 -0.0003850000   1.000000 0.0097 0.4386
-0.02610 -1.83458 0 0.0000550000 0.0005499999   1.000000 0.1037 0.4414
-1.97254 -0.32814 0 0.0013199988 -0.0003299997   0.999999 0.0045 0.4427
-0.92102 -0.35797 0 0.0002750000 0.0000550000   1.000000 0.5371 0.4467
-1.05525 -0.29085 0 -0.0022549942 -0.0001649996   0.999997 0.1513 0.4423
0.40644 -1.33492 0 -0.0004400000 -0.0001100000   1.000000 0.6806 0.4538
-0.30949 -0.98441 0 -0.0019249954 -0.0010449975   0.999998 0.0737 0.4466
-0.84644 2.15525 0 0.0018699960 0.0008799981   0.999998 0.2191 0.4547
-0.94339 1.79729 0 0.0000000000 -0.0006599999   1.000000 0.0170 0.4347
-0.27220 -1.89424 0 0.0012649990 0.0001649999   0.999999 0.1197 0.4516
-0.98068 2.09559 0 -0.0019249964 0.0002749995   0.999998 0.1192 0.4470
0.56305 0.70847 0 -0.0009899993 -0.0007149995   0.999999 0.1554 0.4512
0.17525 -3.49017 0 0.0011549981 -0.0013749978   0.999998 0.0053 0.4424
-0.79424 -0.63390 0 0.0001650000 0.0001650000   1.000000 0.0747 0.4459
1.07763 -1.89424 0 0.0019799959 0.0004949990   0.999998 0.0095 0.4496
0.11559 0.23119 0 -0.0019249943 0.0014849956   0.999997 0.2562 0.4553
-0.67492 2.30441 0 -0.0017049975 0.0000549999   0.999999 0.5480 0.4335
-0.19017 -0.13424 0 0.0017599973 0.0000000000   0.999998 0.1076 0.4328
0.40644 1.20068 0 0.0017599961 0.0011549974   0.999998 0.3218 0.4496
-0.74203 -0.05220 0 0.0020899950 0.0006599984   0.999998 0.0350 0.4537
-1.59966 -1.29763 0 -0.0008799997 -0.0001100000   1.000000 0.0068 0.4380
0.25729 0.90237 0 -0.0005499999 0.0003849999   1.000000 0.0821 0.4389
0.95085 1.90915 0 -0.0010999993 -0.0002749998   0.999999 0.0438 0.4507
0.10814 2.27458 0 -0.0017599973 -0.0001099998   0.999998 0.5498 0.4465
-1.27153 0.65627 0 -0.0019249954 -0.0010449975   0.999998 0.0105 0.4552
0.01119 2.08068 0 0.0024749924 -0.0001649995   0.999997 0.2958 0.4473
2.49458 0.78305 0 -0.0001100000 0.0004400000   1.000000 0.0213 0.4461
1.02542 0.64881 0 0.0010999992 -0.0004399997   0.999999 0.0548 0.4558
-0.04847 -1.55119 0 0.0019799939 0.0014849955   0.999997 0.3108 0.4423
-0.91356 1.22305 0 0.0001099999 0.0013199988   0.999999 0.1492 0.4421
1.51763 0.38034 0 0.0010999991 -0.0006049995   0.999999 0.0199 0.4345
-1.18949 2.21492 0 0.0022549942 0.0002749993   0.999997 0.0517 0.4456
-0.87627 0.35797 0 -0.0003849993 0.0018149969   0.999998 0.2402 0.4543
0.24983 -1.36475 0 -0.0003299998 0.0010999993   0.999999 0.6689 0.4462
1.04780 1.67797 0 0.0006049997 0.0007699996   1.000000 0.0044 0.4348
0.02610 0.89492 0 0.0007149997 0.0006049997   1.000000 0.0827 0.4390
2.02475 0.44000 0 0.0023099915 0.0014299947   0.999996 0.0043 0.4338
0.26475 2.82644 0 0.0010449994 0.0000000000   0.999999 0.0105 0.4343
-0.92847 1.81220 0 -0.0009349985 0.0015399975   0.999998 0.0158 0.4504
-0.96576 0.71593 0 -0.0006599997 -0.0007699996   0.999999 0.0471 0.4383
1.02542 1.10373 0 0.0004949999 0.0002750000   1.000000 0.0941 0.4391
-0.60780 1.06644 0 0.0018149970 0.0001099998   0.999998 0.0999 0.4544
0.33186 -1.62576 0 -0.0001100000 0.0004400000   1.000000 0.1778 0.4467
0.71220 1.88678 0 -0.0003849998 -0.0010449994   0.999999 0.0826 0.4507
-0.16780 -3.22169 0 0.0019799954 0.0008799979   0.999998 0.0050 0.4342
0.68237 1.83458 0 -0.0017049972 -0.0006049990   0.999998 0.0509 0.4467
-0.24237 -0.64881 0 -0.0007699998 0.0001649999   1.000000 0.1953 0.4335
0.51831 -0.26102 0 0.0008799996 -0.0002749999   1.000000 0.3636 0.4388
1.04780 1.34237 0 0.0014849980 0.0006599991   0.999999 0.1653 0.4393
-0.92102 1.77492 0 -0.0018149970 -0.0000549999   0.999998 0.0232 0.4337
-0.05593 -2.46847 0 -0.0021449940 0.0009899972   0.999997 0.2066 0.4498
-1.01797 1.78983 0 -0.0012099991 0.0001649999   0.999999 0.0177 0.4384
0.45864 -1.81966 0 0.0020899954 0.0001649996   0.999998 0.0757 0.4545
0.14542 -0.81288 0 0.0006599998 0.0002199999   1.000000 0.0578 0.4466
-0.02610 2.93831 0 0.0017599971 0.0004949992   0.999998 0.0059 0.4378
-0.39153 0.51458 0 -0.0003299997 -0.0013199988   0.999999 0.7299 0.4543
-0.51085 1.58847 0 -0.0013199984 0.0008249990   0.999999 0.2078 0.4461
-0.80169 1.72271 0 -0.0016499969 0.0009899982   0.999998 0.0318 0.4469
-0.15288 -2.92339 0 0.0003299999 0.0007699997   1.000000 0.0247 0.4338
0.70475 -2.37898 0 -0.0028049889 0.0002199991   0.999996 0.3063 0.4464
0.15288 1.80475 0 -0.0006599999 0.0001100000   1.000000 0.0866 0.4535
-0.19763 -1.03661 0 -0.0025299899 -0.0012649949   0.999996 0.1073 0.4468
0.42136 -3.28881 0 0.0002200000 0.0000000000   1.000000 0.0063 0.4454
1.07017 2.47593 0 0.0014849982 0.0004399995   0.999999 0.0335 0.4546
-1.33119 -0.19390 0 0.0000000000 -0.0001100000   1.000000 0.0045 0.4338
1.61458 0.38034 0 -0.0022549943 0.0001099997   0.999997 0.0180 0.4385
0.13051 -0.64881 0 0.0013749982 0.0008249989   0.999999 0.1815 0.4505
-0.24237 1.47661 0 -0.0010999993 0.0002749998   0.999999 0.5949 0.4430
-0.39153 -3.19186 0 0.0004949999 -0.0001650000   1.000000 0.0072 0.4549
-0.53322 0.24610 0 -0.0006599998 0.0003849999   1.000000 0.2091 0.4388
0.26475 -2.60271 0 -0.0016499975 0.0005499992   0.999998 0.1054 0.4457
0.48847 -1.30508 0 -0.0005499999 0.0000550000   1.000000 0.7249 0.4449
0.07831 -1.34983 0 -0.0008799996 -0.0001649999   1.000000 0.7126 0.4553
1.50271 -0.61153 0 0.0008249997 -0.0001100000   1.000000 0.0067 0.4471
-0.23492 -3.20678 0 -0.0004949999 0.0002200000   1.000000 0.0059 0.4547
0.11559 1.38712 0 -0.0002200000 -0.0003300000   1.000000 0.7020 0.4470
-0.03356 1.37220 0 0.0007699997 -0.0003849999   1.000000 0.6804 0.4368
0.04847 -1.04407 0 0.0013749985 0.0004949995   0.999999 0.1300 0.4495
-0.58542 -0.58915 0 -0.0010999993 -0.0002199999   0.999999 0.2473 0.4554
0.39153 -0.65627 0 0.0014299982 0.0006599992   0.999999 0.1840 0.4435
1.03288 2.37153 0 0.0014849983 0.0003849995   0.999999 0.1301 0.4550
-1.40576 1.40203 0 0.0008799996 -0.0004399998   1.000000 0.0130 0.4382
1.56237 2.17763 0 0.0008249997 0.0002199999   1.000000 0.0083 0.4547
-1.08508 -0.58169 0 -0.0001650000 -0.0001650000   1.000000 0.0507 0.4352
-0.01119 -2.72203 0 0.0020349948 -0.0009899975   0.999997 0.0608 0.4497
-0.24237 -2.25966 0 0.0016499974 0.0006599990   0.999998 0.5316 0.4421
-0.08576 2.69966 0 0.0011549972 -0.0018699955   0.999998 0.0478 0.4390
0.10068 0.00000 0 -0.0004949999 0.0000000000   1.000000 0.0504 0.4433
0.28712 1.70780 0 0.0009349992 0.0009349992   0.999999 0.0958 0.4470
-0.87627 0.44746 0 -0.0006599998 -0.0002199999   1.000000 0.3985 0.4505
0.13051 0.14169 0 -0.0014299985 -0.0003299996   0.999999 0.1171 0.4344
-0.43627 -1.47661 0 0.0026949897 0.0006049977   0.999996 0.4431 0.4534
-0.95831 -2.91593 0 -0.0016499974 -0.0006599990   0.999998 0.0054 0.4498
0.14542 0.06712 0 0.0003299999 0.0005499999   1.000000 0.0568 0.4464
-0.66746 1.43932 0 -0.0013199981 -0.0010999984   0.999999 0.5186 0.4471
0.89864 0.58915 0 0.0004949998 0.0007699997   1.000000 0.1880 0.4506
0.51085 -1.58102 0 0.0006049997 0.0007699996   1.000000 0.2086 0.4509
0.69729 -3.36339 0 -0.0004399997 0.0009899994   0.999999 0.0063 0.4383
-1.57729 0.43254 0 -0.0025849900 -0.0010449959   0.999996 0.0052 0.4381
-0.75695 0.20881 0 -0.0028049865 -0.0013199937   0.999995 0.0516 0.4505
0.34678 -0.63390 0 0.0008799995 -0.0005499997   0.999999 0.2144 0.4383
0.18271 2.61017 0 -0.0006049999 -0.0002749999   1.000000 0.1367 0.4554
-0.56305 -2.34915 0 0.0022549943 0.0000549999   0.999997 0.3251 0.4495
-1.35356 -2.25966 0 -0.0002200000 0.0001100000   1.000000 0.0193 0.4506
-1.95017 0.47729 0 -0.0014299982 -0.0007149991   0.999999 0.0046 0.4434
0.63763 0.30576 0 -0.0009349994 -0.0007149995   0.999999 0.3848 0.4386
-0.85390 -2.87119 0 -0.0016499973 -0.0007149988   0.999998 0.0066 0.4332
1.01051 -2.64746 0 0.0013199986 0.0006599993   0.999999 0.0122 0.4466
-1.50271 -2.21492 0 -0.0005499999 -0.0003299999   1.000000 0.0159 0.4348
-0.04847 2.12542 0 -0.0003299999 0.0006599998   1.000000 0.3669 0.4384
0.77186 0.51458 0 0.0008799996 0.0003299999   1.000000 0.4108 0.4543
-0.03356 1.20814 0 -0.0017049975 -0.0001099998   0.999999 0.3313 0.4431
0.67492 -2.02847 0 0.0014299984 0.0003849996   0.999999 0.1917 0.4513
1.12983 -2.66237 0 -0.0011549974 -0.0017599961   0.999998 0.0051 0.4496
1.29390 -0.76814 0 0.0015399979 0.0006049992   0.999999 0.0043 0.4417
0.19763 0.00000 0 -0.0017599952 0.0015399958   0.999997 0.0498 0.4339
1.08508 0.70102 0 -0.0009349995 -0.0004399998   0.999999 0.0172 0.4558
1.62949 -0.42508 0 -0.0009349996 0.0001649999   1.000000 0.0107 0.4434
1.01051 -0.71593 0 0.0007699998 -0.0002199999   1.000000 0.0341 0.4463
-0.74203 1.70780 0 0.0025849912 0.0003299989   0.999997 0.0429 0.4382
-1.39831 -1.08881 0 -0.0015399978 -0.0006599991   0.999999 0.0063 0.4536
1.89051 1.43932 0 0.0009349995 0.0003849998   0.999999 0.0093 0.4544
0.64508 -0.22373 0 -0.0001649999 0.0008799996   1.000000 0.1962 0.4560
0.40644 -1.05153 0 0.0004949997 -0.0009899994   0.999999 0.1063 0.4501
-0.21254 -2.01356 0 -0.0021999946 -0.0002749993   0.999998 0.3228 0.4341
0.46610 1.48407 0 0.0014299985 0.0001649998   0.999999 0.4552 0.4429
-0.37661 -0.17153 0 -0.0002199997 -0.0015949979   0.999999 0.1288 0.4547
1.01797 1.17085 0 -0.0020349947 -0.0010449973   0.999997 0.1285 0.4504
-1.02542 1.15593 0 0.0004399996 0.0012649989   0.999999 0.0270 0.4427
0.72712 1.43932 0 0.0006049999 -0.0000550000   1.000000 0.5752 0.4510
0.16780 -2.96068 0 0.0020899948 -0.0007699981   0.999998 0.0438 0.4555
-0.14542 2.59525 0 -0.0014299982 -0.0007149991   0.999999 0.1173 0.4354
0.84644 2.40136 0 0.0007149998 0.0001100000   1.000000 0.2852 0.4468
0.07831 -0.79051 0 -0.0006049999 0.0001650000   1.000000 0.0790 0.4350
-0.74949 -1.79729 0 0.0019799957 0.0006599986   0.999998 0.0394 0.4539
0.63017 0.73831 0 0.0020899954 -0.0000549999   0.999998 0.0985 0.4388
-1.17458 1.06644 0 0.0011549986 -0.0010449987   0.999999 0.0064 0.4500
0.79424 1.59593 0 0.0019799961 0.0000000000   0.999998 0.0857 0.4537
0.81661 0.38780 0 -0.0008799997 0.0001100000   1.000000 0.4214 0.4337
-0.32441 -2.21492 0 -0.0029149874 -0.0003849983   0.999996 0.7279 0.4515
0.80915 -2.61763 0 -0.0003300000 -0.0003300000   1.000000 0.0463 0.4507
0.28712 -1.16339 0 0.0023099937 0.0003299991   0.999997 0.3393 0.4433
-0.27966 0.43254 0 0.0006049998 0.0006049998   1.000000 0.7372 0.4545
0.00373 -1.51390 0 0.0002750000 -0.0002200000   1.000000 0.3898 0.4507
0.97322 0.46983 0 -0.0012649989 -0.0003849997   0.999999 0.2428 0.4452
0.22746 -0.51458 0 0.0015399981 -0.0002749997   0.999999 0.5046 0.4508
-0.39898 -0.97695 0 0.0003849995 0.0014849983   0.999999 0.0583 0.4543
0.07085 -0.47729 0 0.0004949999 0.0003849999   1.000000 0.5941 0.4545
-0.17525 -0.52203 0 -0.0010449994 0.0000000000   0.999999 0.4760 0.4544
2.53186 2.14780 0 0.0009899990 0.0009899990   0.999999 0.0173 0.4379
-0.33186 1.05153 0 0.0012099989 0.0006049994   0.999999 0.1418 0.4542
-0.38407 -0.55932 0 0.0026949900 -0.0003849986   0.999996 0.3424 0.4549
-0.53322 -2.03593 0 0.0027499893 0.0004949981   0.999996 0.3252 0.4470
-1.80847 1.39458 0 0.0004400000 0.0000000000   1.000000 0.0047 0.4434
-0.92847 2.72203 0 -0.0007699998 0.0002199999   1.000000 0.0072 0.4503
-0.54068 1.23797 0 0.0007149998 -0.0001650000   1.000000 0.3599 0.4541
0.83898 0.93966 0 0.0015949976 -0.0006599990   0.999999 0.0316 0.4554
0.01864 -1.03661 0 0.0017049972 0.0006599989   0.999998 0.1309 0.4383
0.60034 -3.12475 0 -0.0011549991 0.0004399997   0.999999 0.0066 0.4393
0.82407 -0.69356 0 -0.0002749999 -0.0005499999   1.000000 0.0827 0.4505
-0.56305 0.12678 0 -0.0009899995 -0.0000550000   1.000000 0.0451 0.4350
0.16780 -2.48339 0 0.0016499974 0.0006599990   0.999998 0.1977 0.4542
-1.00305 -1.53627 0 0.0013749987 0.0002199998   0.999999 0.0234 0.4410
0.74949 0.48475 0 -0.0007699997 0.0003299999   1.000000 0.4582 0.4386
0.90610 1.57356 0 0.0016499977 -0.0003299995   0.999999 0.0573 0.4370
0.14542 -2.71458 0 -0.0020899953 0.0003849991   0.999998 0.1069 0.4511
1.01797 0.61898 0 -0.0002749999 0.0007149998   1.000000 0.0828 0.4338
0.22000 -3.19932 0 -0.0015949979 -0.0003299996   0.999999 0.0056 0.4555
-1.24915 1.77492 0 -0.0003849999 0.0007699997   1.000000 0.0072 0.4436
